PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Accessories,Female,39,Unspecified,Other
Camping Equipment,Female,39,Unspecified,Other
Outdoor Protection,Female,39,Unspecified,Other
Personal Accessories,Female,39,Unspecified,Other
Mountaineering Equipment,Female,28,Single,Other
Personal Accessories,Female,28,Single,Other
Mountaineering Equipment,Female,28,Single,Other
Mountaineering Equipment,Female,28,Single,Other
Mountaineering Equipment,Male,29,Married,Other
Personal Accessories,Male,29,Married,Other
Camping Equipment,Female,33,Unspecified,Other
Camping Equipment,Female,33,Unspecified,Other
Camping Equipment,Female,33,Unspecified,Other
Personal Accessories,Female,33,Unspecified,Other
Camping Equipment,Male,25,Married,Sales
Camping Equipment,Male,25,Married,Sales
Personal Accessories,Male,17,Single,Student
Personal Accessories,Male,17,Single,Student
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Camping Equipment,Female,36,Married,Other
Mountaineering Equipment,Female,29,Single,Professional
Personal Accessories,Female,29,Single,Professional
Personal Accessories,Female,33,Single,Professional
Personal Accessories,Female,33,Single,Professional
Personal Accessories,Female,48,Married,Other
Personal Accessories,Female,48,Married,Other
Camping Equipment,Male,28,Single,Other
Camping Equipment,Male,28,Single,Other
Personal Accessories,Female,24,Single,Student
Mountaineering Equipment,Female,24,Single,Student
Personal Accessories,Female,24,Single,Student
Personal Accessories,Female,42,Unspecified,Hospitality
Personal Accessories,Female,42,Unspecified,Hospitality
Outdoor Protection,Female,42,Unspecified,Hospitality
Camping Equipment,Male,43,Married,Executive
Camping Equipment,Male,43,Married,Executive
Camping Equipment,Male,43,Married,Executive
Camping Equipment,Female,43,Married,Other
Camping Equipment,Female,43,Married,Other
Camping Equipment,Female,43,Married,Other
Camping Equipment,Female,28,Single,Other
Camping Equipment,Female,28,Single,Other
Camping Equipment,Female,28,Single,Other
Camping Equipment,Male,42,Married,Trades
Camping Equipment,Male,42,Married,Trades
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Male,43,Married,Sales
Outdoor Protection,Male,43,Married,Sales
Camping Equipment,Male,27,Single,Other
Camping Equipment,Male,27,Single,Other
Camping Equipment,Male,27,Single,Other
Personal Accessories,Female,19,Single,Professional
Personal Accessories,Female,19,Single,Professional
Camping Equipment,Male,25,Single,Other
Camping Equipment,Male,25,Single,Other
Camping Equipment,Male,25,Single,Other
Mountaineering Equipment,Male,40,Single,Sales
Mountaineering Equipment,Male,40,Single,Sales
Mountaineering Equipment,Male,40,Single,Sales
Personal Accessories,Male,40,Single,Sales
Camping Equipment,Male,40,Single,Sales
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,23,Single,Hospitality
Camping Equipment,Female,23,Single,Hospitality
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Personal Accessories,Male,37,Unspecified,Trades
Personal Accessories,Male,37,Unspecified,Trades
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Personal Accessories,Female,39,Married,Executive
Camping Equipment,Female,39,Married,Executive
Camping Equipment,Female,39,Married,Executive
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Personal Accessories,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Mountaineering Equipment,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Outdoor Protection,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Personal Accessories,Female,32,Married,Other
Personal Accessories,Female,32,Married,Other
Mountaineering Equipment,Female,32,Married,Other
Mountaineering Equipment,Female,32,Married,Other
Mountaineering Equipment,Female,32,Married,Other
Mountaineering Equipment,Female,32,Married,Other
Personal Accessories,Female,32,Married,Other
Personal Accessories,Female,21,Single,Student
Personal Accessories,Female,21,Single,Student
Camping Equipment,Female,32,Married,Retail
Personal Accessories,Female,32,Married,Retail
Camping Equipment,Female,21,Single,Other
Camping Equipment,Female,21,Single,Other
Personal Accessories,Female,29,Single,Retail
Personal Accessories,Female,29,Single,Retail
Personal Accessories,Male,26,Married,Other
Mountaineering Equipment,Male,26,Married,Other
Personal Accessories,Male,26,Married,Other
Personal Accessories,Female,20,Single,Other
Personal Accessories,Female,44,Married,Retired
Mountaineering Equipment,Female,29,Unspecified,Other
Mountaineering Equipment,Female,29,Unspecified,Other
Personal Accessories,Female,26,Single,Student
Camping Equipment,Female,41,Unspecified,Hospitality
Outdoor Protection,Female,41,Unspecified,Hospitality
Camping Equipment,Female,41,Married,Other
Personal Accessories,Female,21,Single,Other
Camping Equipment,Male,26,Married,Other
Camping Equipment,Male,26,Married,Other
Personal Accessories,Male,29,Single,Sales
Camping Equipment,Female,40,Married,Executive
Camping Equipment,Female,40,Married,Executive
Camping Equipment,Female,40,Married,Executive
Camping Equipment,Female,40,Married,Executive
Mountaineering Equipment,Male,23,Single,Student
Mountaineering Equipment,Male,23,Single,Student
Personal Accessories,Female,38,Single,Professional
Personal Accessories,Female,36,Single,Professional
Camping Equipment,Male,21,Single,Sales
Personal Accessories,Male,21,Single,Sales
Camping Equipment,Male,35,Married,Executive
Personal Accessories,Male,35,Married,Executive
Camping Equipment,Male,31,Married,Sales
Camping Equipment,Male,31,Married,Sales
Camping Equipment,Female,30,Married,Executive
Outdoor Protection,Female,30,Married,Executive
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Mountaineering Equipment,Male,39,Married,Other
Personal Accessories,Female,25,Single,Student
Camping Equipment,Female,28,Single,Student
Personal Accessories,Female,48,Married,Other
Camping Equipment,Male,43,Married,Trades
Camping Equipment,Female,37,Unspecified,Hospitality
Outdoor Protection,Female,37,Unspecified,Hospitality
Mountaineering Equipment,Female,36,Married,Other
Personal Accessories,Female,28,Single,Other
Camping Equipment,Male,36,Married,Trades
Camping Equipment,Male,36,Married,Trades
Personal Accessories,Female,33,Unspecified,Other
Mountaineering Equipment,Male,20,Single,Sales
Mountaineering Equipment,Male,20,Single,Sales
Camping Equipment,Male,20,Single,Sales
Personal Accessories,Female,28,Single,Other
Camping Equipment,Female,49,Married,Executive
Camping Equipment,Male,31,Married,Sales
Golf Equipment,Male,35,Single,Other
Golf Equipment,Male,35,Single,Other
Personal Accessories,Male,35,Single,Other
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Female,30,Married,Hospitality
Personal Accessories,Female,20,Married,Other
Outdoor Protection,Female,20,Married,Other
Personal Accessories,Female,41,Married,Sales
Personal Accessories,Female,25,Single,Retail
Camping Equipment,Male,38,Married,Other
Camping Equipment,Male,38,Married,Other
Personal Accessories,Female,42,Married,Other
Outdoor Protection,Female,42,Married,Other
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Male,48,Married,Other
Personal Accessories,Male,44,Married,Other
Camping Equipment,Female,38,Married,Other
Outdoor Protection,Female,38,Married,Other
Mountaineering Equipment,Female,34,Unspecified,Professional
Mountaineering Equipment,Female,34,Unspecified,Professional
Mountaineering Equipment,Female,34,Unspecified,Professional
Camping Equipment,Female,24,Single,Student
Mountaineering Equipment,Male,30,Single,Other
Personal Accessories,Male,30,Single,Other
Camping Equipment,Female,36,Married,Other
Mountaineering Equipment,Male,30,Single,Professional
Mountaineering Equipment,Female,28,Single,Other
Personal Accessories,Female,28,Single,Other
Personal Accessories,Female,28,Single,Other
Personal Accessories,Female,25,Single,Sales
Camping Equipment,Male,34,Married,Executive
Mountaineering Equipment,Male,34,Married,Executive
Mountaineering Equipment,Male,34,Married,Executive
Mountaineering Equipment,Male,34,Married,Executive
Personal Accessories,Male,32,Married,Other
Camping Equipment,Female,48,Married,Hospitality
Personal Accessories,Female,27,Married,Executive
Camping Equipment,Male,27,Single,Other
Personal Accessories,Female,62,Married,Other
Mountaineering Equipment,Male,23,Single,Sales
Personal Accessories,Female,22,Single,Professional
Camping Equipment,Male,21,Single,Trades
Camping Equipment,Male,21,Single,Trades
Golf Equipment,Male,49,Married,Retired
Golf Equipment,Male,49,Married,Retired
Camping Equipment,Female,29,Single,Professional
Outdoor Protection,Female,29,Single,Professional
Camping Equipment,Male,42,Married,Other
Camping Equipment,Male,39,Married,Other
Outdoor Protection,Male,39,Married,Other
Personal Accessories,Female,39,Married,Professional
Golf Equipment,Female,40,Married,Other
Camping Equipment,Male,24,Single,Executive
Camping Equipment,Male,24,Single,Executive
Camping Equipment,Female,40,Married,Other
Outdoor Protection,Female,40,Married,Other
Camping Equipment,Male,31,Married,Executive
Camping Equipment,Female,19,Single,Other
Personal Accessories,Female,23,Single,Other
Personal Accessories,Female,29,Single,Retail
Mountaineering Equipment,Male,44,Single,Sales
Camping Equipment,Male,44,Single,Sales
Mountaineering Equipment,Male,44,Single,Sales
Camping Equipment,Male,44,Single,Sales
Personal Accessories,Female,53,Married,Retired
Personal Accessories,Female,31,Single,Other
Camping Equipment,Male,34,Married,Executive
Camping Equipment,Female,25,Married,Retail
Camping Equipment,Female,25,Married,Retail
Mountaineering Equipment,Female,25,Married,Retail
Outdoor Protection,Female,25,Married,Retail
Personal Accessories,Female,61,Married,Retired
Personal Accessories,Female,61,Married,Retired
Camping Equipment,Male,36,Married,Other
Golf Equipment,Male,47,Unspecified,Other
Golf Equipment,Male,47,Unspecified,Other
Camping Equipment,Female,46,Married,Executive
Camping Equipment,Female,36,Married,Other
Outdoor Protection,Female,36,Married,Other
Personal Accessories,Female,25,Single,Retail
Camping Equipment,Female,41,Married,Other
Camping Equipment,Female,41,Married,Other
Camping Equipment,Female,41,Married,Other
Mountaineering Equipment,Male,38,Single,Sales
Personal Accessories,Male,38,Single,Sales
Camping Equipment,Female,40,Married,Other
Camping Equipment,Female,30,Married,Other
Outdoor Protection,Female,22,Married,Other
Camping Equipment,Female,25,Single,Other
Camping Equipment,Male,35,Married,Executive
Camping Equipment,Male,35,Married,Executive
Camping Equipment,Male,35,Married,Executive
Camping Equipment,Male,35,Married,Executive
Outdoor Protection,Male,35,Married,Executive
Personal Accessories,Female,63,Unspecified,Hospitality
Golf Equipment,Male,46,Married,Retired
Personal Accessories,Female,57,Married,Other
Personal Accessories,Male,23,Single,Other
Mountaineering Equipment,Male,23,Single,Other
Camping Equipment,Male,23,Single,Other
Camping Equipment,Male,21,Single,Executive
Camping Equipment,Male,21,Single,Executive
Camping Equipment,Female,46,Married,Retail
Personal Accessories,Female,46,Married,Retail
Camping Equipment,Female,46,Married,Retail
Personal Accessories,Female,43,Married,Retired
Personal Accessories,Female,43,Married,Retired
Mountaineering Equipment,Male,46,Unspecified,Trades
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Personal Accessories,Female,32,Married,Other
Camping Equipment,Male,44,Married,Trades
Camping Equipment,Male,43,Married,Other
Mountaineering Equipment,Female,26,Single,Student
Camping Equipment,Female,33,Single,Retail
Personal Accessories,Female,37,Married,Professional
Personal Accessories,Female,43,Married,Sales
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Golf Equipment,Male,55,Married,Other
Personal Accessories,Female,46,Married,Retired
Camping Equipment,Male,22,Single,Other
Camping Equipment,Male,22,Single,Other
Camping Equipment,Male,38,Married,Sales
Personal Accessories,Female,25,Single,Other
Mountaineering Equipment,Male,19,Single,Other
Mountaineering Equipment,Male,19,Single,Other
Mountaineering Equipment,Male,19,Single,Other
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Personal Accessories,Male,17,Single,Student
Personal Accessories,Female,32,Married,Other
Outdoor Protection,Female,32,Married,Other
Camping Equipment,Male,35,Married,Professional
Camping Equipment,Male,35,Married,Professional
Camping Equipment,Female,36,Married,Other
Outdoor Protection,Female,36,Married,Other
Camping Equipment,Male,34,Married,Other
Camping Equipment,Male,34,Married,Other
Mountaineering Equipment,Male,34,Married,Other
Personal Accessories,Female,25,Single,Professional
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,51,Unspecified,Hospitality
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,38,Married,Sales
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,37,Married,Sales
Personal Accessories,Female,39,Married,Sales
Camping Equipment,Male,26,Married,Other
Camping Equipment,Male,33,Married,Sales
Camping Equipment,Male,33,Married,Sales
Golf Equipment,Male,41,Married,Other
Golf Equipment,Male,41,Married,Other
Golf Equipment,Male,41,Married,Executive
Mountaineering Equipment,Male,41,Married,Executive
Personal Accessories,Female,25,Single,Other
Camping Equipment,Male,28,Unspecified,Sales
Camping Equipment,Male,28,Unspecified,Sales
Personal Accessories,Female,25,Single,Sales
Golf Equipment,Female,57,Married,Other
Golf Equipment,Female,57,Married,Other
Personal Accessories,Female,26,Single,Professional
Mountaineering Equipment,Female,28,Married,Professional
Outdoor Protection,Female,28,Married,Professional
Camping Equipment,Male,41,Married,Sales
Personal Accessories,Female,29,Single,Professional
Camping Equipment,Female,31,Married,Other
Camping Equipment,Female,31,Married,Other
Camping Equipment,Female,45,Unspecified,Hospitality
Personal Accessories,Female,24,Single,Retail
Personal Accessories,Male,29,Single,Executive
Personal Accessories,Female,29,Single,Other
Mountaineering Equipment,Female,21,Single,Other
Mountaineering Equipment,Female,21,Single,Other
Mountaineering Equipment,Female,21,Single,Other
Mountaineering Equipment,Female,27,Married,Other
Mountaineering Equipment,Female,27,Married,Other
Mountaineering Equipment,Female,27,Married,Other
Camping Equipment,Female,29,Single,Other
Outdoor Protection,Female,29,Single,Other
Personal Accessories,Female,41,Married,Professional
Camping Equipment,Male,33,Married,Trades
Camping Equipment,Male,33,Married,Trades
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,37,Married,Sales
Camping Equipment,Male,36,Married,Other
Mountaineering Equipment,Male,33,Single,Professional
Mountaineering Equipment,Male,33,Single,Professional
Personal Accessories,Female,28,Single,Professional
Mountaineering Equipment,Male,39,Single,Sales
Personal Accessories,Female,69,Married,Retired
Outdoor Protection,Female,69,Married,Retired
Camping Equipment,Male,36,Married,Other
Camping Equipment,Female,20,Single,Hospitality
Personal Accessories,Male,28,Single,Student
Camping Equipment,Male,38,Married,Sales
Camping Equipment,Male,38,Married,Sales
Camping Equipment,Male,38,Married,Sales
Camping Equipment,Female,24,Single,Hospitality
Camping Equipment,Female,24,Single,Hospitality
Mountaineering Equipment,Male,24,Single,Sales
Personal Accessories,Female,31,Single,Professional
Personal Accessories,Female,36,Single,Retail
Personal Accessories,Female,28,Single,Retail
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,39,Married,Other
Camping Equipment,Male,35,Married,Executive
Camping Equipment,Male,35,Married,Executive
Personal Accessories,Male,35,Married,Executive
Personal Accessories,Female,26,Single,Other
Camping Equipment,Male,36,Married,Sales
Camping Equipment,Female,31,Married,Other
Personal Accessories,Female,57,Married,Other
Camping Equipment,Male,24,Single,Trades
Mountaineering Equipment,Male,29,Single,Sales
Mountaineering Equipment,Male,29,Single,Sales
Golf Equipment,Male,53,Married,Retired
Golf Equipment,Male,53,Married,Retired
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Mountaineering Equipment,Male,42,Single,Professional
Personal Accessories,Male,42,Single,Professional
Personal Accessories,Female,68,Unspecified,Hospitality
Camping Equipment,Male,37,Married,Trades
Mountaineering Equipment,Male,37,Married,Trades
Mountaineering Equipment,Male,37,Married,Trades
Outdoor Protection,Male,37,Married,Trades
Personal Accessories,Female,39,Single,Professional
Camping Equipment,Male,24,Single,Sales
Camping Equipment,Male,24,Single,Sales
Personal Accessories,Male,30,Single,Other
Outdoor Protection,Male,20,Single,Student
Mountaineering Equipment,Female,24,Unspecified,Other
Camping Equipment,Female,30,Married,Other
Camping Equipment,Male,29,Married,Executive
Personal Accessories,Male,29,Married,Executive
Golf Equipment,Male,29,Married,Executive
Golf Equipment,Male,29,Married,Executive
Mountaineering Equipment,Male,39,Single,Professional
Mountaineering Equipment,Male,39,Single,Professional
Personal Accessories,Male,39,Single,Professional
Mountaineering Equipment,Male,39,Single,Professional
Camping Equipment,Male,39,Single,Professional
Camping Equipment,Female,33,Married,Executive
Camping Equipment,Female,33,Married,Executive
Camping Equipment,Female,33,Married,Executive
Outdoor Protection,Female,33,Married,Executive
Personal Accessories,Female,54,Married,Other
Personal Accessories,Female,54,Married,Other
Camping Equipment,Female,31,Married,Executive
Camping Equipment,Female,31,Married,Executive
Camping Equipment,Female,34,Married,Other
Outdoor Protection,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Personal Accessories,Female,61,Married,Other
Personal Accessories,Female,61,Married,Other
Mountaineering Equipment,Male,33,Single,Trades
Mountaineering Equipment,Male,33,Single,Trades
Personal Accessories,Male,33,Single,Trades
Personal Accessories,Male,25,Single,Student
Personal Accessories,Male,25,Single,Student
Personal Accessories,Male,25,Single,Student
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Personal Accessories,Female,66,Married,Other
Personal Accessories,Female,66,Married,Other
Personal Accessories,Female,29,Married,Executive
Personal Accessories,Female,29,Married,Executive
Mountaineering Equipment,Male,45,Married,Professional
Personal Accessories,Male,45,Married,Professional
Personal Accessories,Male,45,Married,Professional
Camping Equipment,Female,39,Married,Executive
Camping Equipment,Female,39,Married,Executive
Camping Equipment,Female,39,Married,Executive
Mountaineering Equipment,Male,28,Single,Sales
Mountaineering Equipment,Male,28,Single,Sales
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Female,38,Unspecified,Hospitality
Outdoor Protection,Female,38,Unspecified,Hospitality
Camping Equipment,Female,38,Unspecified,Hospitality
Outdoor Protection,Female,38,Unspecified,Hospitality
Personal Accessories,Male,24,Single,Sales
Mountaineering Equipment,Male,24,Single,Sales
Golf Equipment,Male,31,Married,Executive
Camping Equipment,Male,31,Married,Executive
Camping Equipment,Male,37,Married,Trades
Camping Equipment,Male,37,Married,Trades
Camping Equipment,Male,39,Married,Executive
Camping Equipment,Male,39,Married,Executive
Personal Accessories,Female,21,Single,Sales
Personal Accessories,Female,21,Single,Sales
Personal Accessories,Female,29,Single,Student
Personal Accessories,Female,29,Single,Student
Personal Accessories,Male,21,Unspecified,Other
Personal Accessories,Male,21,Unspecified,Other
Camping Equipment,Female,45,Married,Executive
Outdoor Protection,Female,45,Married,Executive
Personal Accessories,Female,45,Married,Executive
Camping Equipment,Female,45,Married,Executive
Personal Accessories,Male,24,Single,Student
Personal Accessories,Male,24,Single,Student
Camping Equipment,Female,31,Married,Other
Camping Equipment,Female,31,Married,Other
Outdoor Protection,Female,31,Married,Other
Camping Equipment,Female,43,Married,Executive
Camping Equipment,Female,43,Married,Executive
Mountaineering Equipment,Female,43,Married,Executive
Outdoor Protection,Female,43,Married,Executive
Personal Accessories,Female,46,Married,Professional
Personal Accessories,Female,46,Married,Professional
Personal Accessories,Female,46,Married,Executive
Camping Equipment,Female,46,Married,Executive
Camping Equipment,Female,46,Married,Executive
Personal Accessories,Female,46,Married,Executive
Camping Equipment,Female,24,Single,Hospitality
Camping Equipment,Female,24,Single,Hospitality
Camping Equipment,Male,44,Married,Executive
Camping Equipment,Male,44,Married,Executive
Personal Accessories,Female,32,Single,Professional
Personal Accessories,Female,32,Single,Professional
Camping Equipment,Male,27,Single,Professional
Camping Equipment,Male,27,Single,Professional
Camping Equipment,Male,27,Single,Professional
Personal Accessories,Male,21,Single,Student
Camping Equipment,Male,21,Single,Student
Camping Equipment,Male,21,Single,Student
Personal Accessories,Male,21,Single,Student
Camping Equipment,Male,20,Single,Professional
Camping Equipment,Male,20,Single,Professional
Camping Equipment,Male,20,Single,Professional
Camping Equipment,Male,20,Single,Professional
Camping Equipment,Male,20,Single,Professional
Personal Accessories,Female,30,Single,Professional
Personal Accessories,Female,30,Single,Professional
Camping Equipment,Female,30,Married,Other
Camping Equipment,Female,30,Married,Other
Personal Accessories,Female,30,Married,Other
Camping Equipment,Male,37,Married,Other
Camping Equipment,Male,37,Married,Other
Personal Accessories,Male,37,Married,Other
Camping Equipment,Male,37,Married,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,26,Single,Other
Camping Equipment,Female,26,Single,Other
Personal Accessories,Female,28,Married,Other
Personal Accessories,Female,28,Married,Other
Golf Equipment,Female,35,Married,Other
Golf Equipment,Female,35,Married,Other
Golf Equipment,Female,35,Married,Other
Mountaineering Equipment,Female,23,Single,Student
Mountaineering Equipment,Female,23,Single,Student
Mountaineering Equipment,Female,23,Single,Student
Mountaineering Equipment,Female,23,Single,Student
Personal Accessories,Female,34,Single,Other
Personal Accessories,Female,34,Single,Other
Personal Accessories,Female,47,Married,Retail
Personal Accessories,Female,47,Married,Retail
Camping Equipment,Female,41,Unspecified,Hospitality
Camping Equipment,Female,41,Unspecified,Hospitality
Camping Equipment,Female,41,Unspecified,Hospitality
Camping Equipment,Female,41,Unspecified,Hospitality
Personal Accessories,Male,21,Single,Student
Personal Accessories,Male,21,Single,Student
Golf Equipment,Female,44,Married,Other
Golf Equipment,Female,44,Married,Other
Golf Equipment,Female,44,Married,Other
Golf Equipment,Female,44,Married,Other
Golf Equipment,Female,44,Married,Other
Golf Equipment,Female,44,Married,Other
Camping Equipment,Female,49,Married,Executive
Camping Equipment,Female,49,Married,Executive
Camping Equipment,Female,49,Married,Executive
Personal Accessories,Female,34,Married,Professional
Personal Accessories,Female,34,Married,Professional
Personal Accessories,Female,25,Married,Executive
Personal Accessories,Female,25,Married,Executive
Personal Accessories,Female,20,Single,Student
Personal Accessories,Female,20,Single,Student
Camping Equipment,Female,37,Married,Other
Camping Equipment,Female,37,Married,Other
Camping Equipment,Female,37,Married,Other
Camping Equipment,Female,48,Unspecified,Hospitality
Camping Equipment,Female,48,Unspecified,Hospitality
Outdoor Protection,Female,48,Unspecified,Hospitality
Personal Accessories,Female,18,Single,Retail
Personal Accessories,Female,18,Single,Retail
Personal Accessories,Female,49,Married,Retail
Camping Equipment,Female,49,Married,Retail
Personal Accessories,Female,49,Married,Retail
Personal Accessories,Female,26,Single,Student
Personal Accessories,Female,26,Single,Student
Camping Equipment,Female,29,Married,Other
Camping Equipment,Female,29,Married,Other
Personal Accessories,Female,29,Married,Other
Camping Equipment,Female,29,Married,Other
Personal Accessories,Female,39,Single,Retail
Personal Accessories,Female,39,Single,Retail
Mountaineering Equipment,Female,30,Married,Other
Mountaineering Equipment,Female,30,Married,Other
Mountaineering Equipment,Female,30,Married,Other
Camping Equipment,Female,25,Single,Professional
Personal Accessories,Female,25,Single,Professional
Camping Equipment,Female,25,Single,Professional
Mountaineering Equipment,Female,26,Married,Other
Personal Accessories,Female,26,Married,Other
Outdoor Protection,Female,26,Married,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,45,Married,Professional
Personal Accessories,Female,45,Married,Professional
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,33,Married,Other
Camping Equipment,Male,42,Married,Other
Camping Equipment,Male,42,Married,Other
Camping Equipment,Male,42,Married,Other
Camping Equipment,Female,38,Married,Other
Camping Equipment,Female,38,Married,Other
Outdoor Protection,Female,38,Married,Other
Camping Equipment,Female,39,Married,Other
Camping Equipment,Female,39,Married,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Personal Accessories,Female,38,Married,Professional
Personal Accessories,Female,38,Married,Professional
Personal Accessories,Female,30,Married,Professional
Personal Accessories,Female,30,Married,Professional
Mountaineering Equipment,Male,33,Single,Other
Golf Equipment,Male,33,Single,Other
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,49,Unspecified,Hospitality
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Female,48,Married,Executive
Camping Equipment,Male,22,Single,Trades
Camping Equipment,Male,22,Single,Trades
Camping Equipment,Male,22,Single,Trades
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,27,Single,Professional
Personal Accessories,Female,46,Married,Sales
Personal Accessories,Female,46,Married,Sales
Personal Accessories,Female,46,Married,Sales
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,23,Single,Sales
Mountaineering Equipment,Male,32,Single,Professional
Mountaineering Equipment,Male,32,Single,Professional
Personal Accessories,Female,36,Single,Other
Personal Accessories,Female,36,Single,Other
Camping Equipment,Male,34,Unspecified,Sales
Camping Equipment,Male,34,Unspecified,Sales
Golf Equipment,Male,34,Unspecified,Sales
Golf Equipment,Male,34,Unspecified,Sales
Golf Equipment,Male,34,Unspecified,Sales
Golf Equipment,Male,34,Unspecified,Sales
Camping Equipment,Male,35,Married,Trades
Camping Equipment,Male,35,Married,Trades
Personal Accessories,Female,36,Single,Professional
Personal Accessories,Female,36,Single,Professional
Camping Equipment,Male,29,Married,Other
Personal Accessories,Male,29,Married,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,44,Married,Sales
Personal Accessories,Female,44,Married,Sales
Mountaineering Equipment,Male,46,Married,Other
Personal Accessories,Male,46,Married,Other
Camping Equipment,Male,46,Married,Other
Mountaineering Equipment,Male,19,Single,Retail
Mountaineering Equipment,Male,19,Single,Retail
Personal Accessories,Male,19,Single,Retail
Camping Equipment,Male,40,Married,Other
Outdoor Protection,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Camping Equipment,Male,40,Married,Other
Camping Equipment,Female,29,Single,Other
Camping Equipment,Female,29,Single,Other
Camping Equipment,Female,29,Single,Other
Camping Equipment,Female,29,Single,Other
Golf Equipment,Male,36,Married,Sales
Camping Equipment,Male,36,Married,Sales
Camping Equipment,Male,36,Married,Sales
Golf Equipment,Male,36,Married,Sales
Golf Equipment,Male,36,Married,Sales
Golf Equipment,Male,36,Married,Sales
Personal Accessories,Female,47,Married,Professional
Personal Accessories,Female,47,Married,Professional
Personal Accessories,Female,52,Unspecified,Hospitality
Outdoor Protection,Female,52,Unspecified,Hospitality
Personal Accessories,Female,52,Unspecified,Hospitality
Personal Accessories,Female,48,Married,Retired
Personal Accessories,Female,48,Married,Retired
Personal Accessories,Male,17,Single,Student
Personal Accessories,Male,17,Single,Student
Golf Equipment,Male,46,Married,Professional
Golf Equipment,Male,46,Married,Professional
Personal Accessories,Female,28,Single,Retail
Personal Accessories,Female,28,Single,Retail
Personal Accessories,Female,49,Married,Sales
Personal Accessories,Female,49,Married,Sales
Mountaineering Equipment,Male,20,Single,Professional
Personal Accessories,Male,20,Single,Professional
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,19,Single,Retail
Personal Accessories,Female,19,Single,Retail
Camping Equipment,Male,30,Single,Other
Personal Accessories,Male,30,Single,Other
Camping Equipment,Male,30,Single,Other
Personal Accessories,Female,35,Single,Other
Personal Accessories,Female,35,Single,Other
Personal Accessories,Female,47,Married,Other
Personal Accessories,Female,47,Married,Other
Outdoor Protection,Female,47,Married,Other
Camping Equipment,Male,41,Married,Other
Camping Equipment,Male,41,Married,Other
Personal Accessories,Female,39,Single,Professional
Personal Accessories,Female,39,Single,Professional
